participant,Image,Rule,CorrectResponse,Trialnr,TrialType,Context,accuracy,rt,AgeGroup,accuracy01
20,keyboard.png,OBJECT,keyboard,93,nonswitch,Dual,1,1186.7,Older,1
20,razor.png,OBJECT,razor,84,nonswitch,Dual,1,1195.3,Older,1
20,keyboard.png,OBJECT,keyboard,96,switch,Dual,1,1195.7,Older,1
20,axe.png,OBJECT,axe,134,nonswitch,Dual,1,1209.9,Older,1
20,bed.png,OBJECT,bed,149,switch,Dual,1,1216.1,Older,1
20,ladder.png,OBJECT,ladder,110,nonswitch,Dual,1,1229.2,Older,1
20,pool.png,OBJECT,pool,117,nonswitch,Dual,1,1230.9,Older,1
20,chair.png,OBJECT,chair,81,X,Dual,7,1233.1,Older,1
20,pen.png,OBJECT,pen,157,nonswitch,Dual,1,1236,Older,1
20,kettle.png,OBJECT,kettle,34,SingleNaming,SingleA,1,1245.6,Older,1
20,pool.png,OBJECT,pool,23,SingleNaming,SingleA,1,1254.4,Older,1
20,plane.png,OBJECT,plane,69,switch,Dual,1,1260.1,Older,1
20,bed.png,OBJECT,bed,104,nonswitch,Dual,1,1267.1,Older,1
20,razor.png,OBJECT,razor,36,switch,Dual,1,1272.9,Older,1
20,bell.png,OBJECT,bell,27,SingleNaming,SingleA,1,1275.7,Older,1
20,football.png,OBJECT,ball,131,nonswitch,Dual,1,1277,Older,1
20,glass.png,OBJECT,glass,20,nonswitch,Dual,1,1277.9,Older,1
20,glass.png,OBJECT,glass,97,nonswitch,Dual,1,1288.6,Older,1
20,needle.png,OBJECT,needle,160,switch,Dual,1,1295.2,Older,1
20,book.png,OBJECT,book,54,nonswitch,Dual,1,1306.3,Older,1
20,kettle.png,OBJECT,kettle,124,nonswitch,Dual,1,1312.4,Older,1
20,keyboard.png,OBJECT,keyboard,5,SingleNaming,SingleB,1,1332.2,Older,1
20,football.png,OBJECT,ball,116,switch,Dual,1,1354,Older,1
20,scissors.png,OBJECT,scissors,19,switch,Dual,1,1357.1,Older,1
20,bell.png,OBJECT,bell,16,switch,Dual,1,1367.6,Older,1
20,plane.png,OBJECT,plane,150,nonswitch,Dual,1,1367.8,Older,1
20,pipe.png,OBJECT,pipe,85,nonswitch,Dual,1,1369.6,Older,1
20,shovel.png,OBJECT,shovel,105,nonswitch,Dual,1,1377.6,Older,1
20,pool.png,OBJECT,pool,114,switch,Dual,1,1397.4,Older,1
20,scissors.png,OBJECT,scissors,12,nonswitch,Dual,1,1399.5,Older,1
20,plane.png,OBJECT,plane,51,nonswitch,Dual,7,1407.4,Older,1
20,razor.png,OBJECT,razor,61,switch,Dual,1,1408,Older,1
20,football.png,OBJECT,ball,65,switch,Dual,1,1416.2,Older,1
20,pen.png,OBJECT,pen,1,X,Dual,7,1425.1,Older,1
20,dart.png,OBJECT,dart,133,switch,Dual,1,1482.5,Older,1
20,bell.png,OBJECT,bell,103,switch,Dual,1,1482.8,Older,1
20,chair.png,OBJECT,chair,123,switch,Dual,1,1510,Older,1
20,bell.png,OBJECT,bell,70,nonswitch,Dual,1,1514.7,Older,1
20,bed.png,OBJECT,bed,53,switch,Dual,1,1534.6,Older,1
20,kettle.png,OBJECT,kettle,8,switch,Dual,1,1548.9,Older,1
20,pipe.png,OBJECT,pipe,109,switch,Dual,1,1565.8,Older,1
20,book.png,OBJECT,book,10,switch,Dual,1,1591.5,Older,1
20,shovel.png,OBJECT,shovel,8,SingleNaming,SingleB,1,1614.3,Older,1
20,bell.png,OBJECT,bell,125,nonswitch,Dual,1,1621.3,Older,1
20,keyboard.png,OBJECT,keyboard,29,SingleNaming,SingleA,1,1667.5,Older,1
20,glass.png,OBJECT,glass,43,switch,Dual,1,1744.2,Older,1
20,plane.png,OBJECT,plane,156,switch,Dual,7,1830.3,Older,1
20,axe.png,OBJECT,axe,145,switch,Dual,1,1846.3,Older,1
20,keyboard.png,OBJECT,keyboard,34,switch,Dual,3,1920,Older,0
20,shovel.png,OBJECT,shovel,99,switch,Dual,1,2002.1,Older,1
20,keyboard.png,OBJECT,keyboard,5,nonswitch,Dual,3,2385.1,Older,0
21,ladder.png,ACTION,climb,15,SingleNaming,SingleB,1,528,Older,1
21,kettle.png,ACTION,boil,5,SingleNaming,SingleB,1,583,Older,1
21,football.png,ACTION,kick,8,SingleNaming,SingleB,1,621.4,Older,1
21,needle.png,ACTION,sew,16,SingleNaming,SingleB,1,644.4,Older,1
21,pool.png,ACTION,swim,11,SingleNaming,SingleB,1,645.2,Older,1
21,glass.png,ACTION,drink,14,SingleNaming,SingleB,1,685.1,Older,1
21,bell.png,ACTION,ring,19,SingleNaming,SingleB,1,707.4,Older,1
21,keyboard.png,ACTION,type,7,SingleNaming,SingleB,1,713.8,Older,1
21,razor.png,ACTION,shave,136,nonswitch,Dual,1,748.5,Older,1
21,dart.png,ACTION,throw,63,nonswitch,Dual,1,756.1,Older,1
21,glass.png,ACTION,drink,120,nonswitch,Dual,1,763.6,Older,1
21,bed.png,ACTION,sleep,18,SingleNaming,SingleB,1,796.8,Older,1
21,pipe.png,ACTION,smoke,1,SingleNaming,SingleB,1,797.9,Older,1
21,book.png,ACTION,read,17,SingleNaming,SingleB,1,802.8,Older,1
21,car.png,ACTION,drive,75,nonswitch,Dual,1,817.4,Older,1
21,pipe.png,ACTION,smoke,17,nonswitch,Dual,1,822.5,Older,1
21,bed.png,ACTION,sleep,114,switch,Dual,1,823.4,Older,1
21,car.png,ACTION,drive,12,SingleNaming,SingleB,1,836.3,Older,1
21,plane.png,ACTION,fly,147,nonswitch,Dual,1,836.3,Older,1
21,pen.png,ACTION,write,9,SingleNaming,SingleB,1,836.5,Older,1
21,bell.png,ACTION,ring,68,nonswitch,Dual,1,839.8,Older,1
21,dart.png,ACTION,throw,119,nonswitch,Dual,1,845.2,Older,1
21,pipe.png,ACTION,smoke,159,nonswitch,Dual,1,846.5,Older,1
21,book.png,ACTION,read,87,nonswitch,Dual,1,851,Older,1
21,chair.png,ACTION,sit,3,SingleNaming,SingleB,1,859.5,Older,1
21,ladder.png,ACTION,climb,102,switch,Dual,1,871.6,Older,1
21,pipe.png,ACTION,smoke,89,switch,Dual,3,880.7,Older,0
21,bell.png,ACTION,ring,64,nonswitch,Dual,1,891.1,Older,1
21,axe.png,ACTION,chop,127,switch,Dual,3,897.4,Older,0
21,football.png,ACTION,kick,35,SingleNaming,SingleA,1,901.5,Older,1
21,pool.png,ACTION,swim,43,switch,Dual,3,903.6,Older,0
21,plane.png,ACTION,fly,130,switch,Dual,1,908.9,Older,1
21,dart.png,ACTION,throw,4,SingleNaming,SingleB,1,912,Older,1
21,football.png,ACTION,kick,148,nonswitch,Dual,1,915.6,Older,1
21,book.png,ACTION,read,37,SingleNaming,SingleA,1,917.7,Older,1
21,needle.png,ACTION,sew,40,nonswitch,Dual,1,921.9,Older,1
21,scissors.png,ACTION,cut,93,nonswitch,Dual,1,922.2,Older,1
21,plane.png,ACTION,fly,33,SingleNaming,SingleA,1,924.4,Older,1
21,football.png,ACTION,kick,151,switch,Dual,1,925.7,Older,1
21,book.png,ACTION,read,47,switch,Dual,1,926.9,Older,1
21,plane.png,ACTION,fly,58,switch,Dual,1,929.6,Older,1
21,pipe.png,ACTION,smoke,28,SingleNaming,SingleA,1,936.1,Older,1
21,chair.png,ACTION,sit,144,nonswitch,Dual,1,951.5,Older,1
21,pipe.png,ACTION,smoke,66,switch,Dual,7,952.7,Older,1
21,dart.png,ACTION,throw,158,switch,Dual,1,953.6,Older,1
21,shovel.png,ACTION,dig,71,switch,Dual,1,954.2,Older,1
21,dart.png,ACTION,throw,38,switch,Dual,1,954.9,Older,1
21,shovel.png,ACTION,dig,118,switch,Dual,1,956.2,Older,1
21,pool.png,ACTION,swim,138,switch,Dual,1,956.2,Older,1
21,razor.png,ACTION,shave,67,nonswitch,Dual,1,960,Older,1
21,bed.png,ACTION,sleep,38,SingleNaming,SingleA,1,967.2,Older,1
21,glass.png,ACTION,drink,34,SingleNaming,SingleA,1,972.9,Older,1
21,plane.png,ACTION,fly,13,SingleNaming,SingleB,1,977.1,Older,1
21,car.png,ACTION,drive,32,SingleNaming,SingleA,1,984.4,Older,1
21,needle.png,ACTION,sew,74,switch,Dual,1,987.5,Older,1
21,scissors.png,ACTION,cut,30,SingleNaming,SingleA,1,994.8,Older,1
21,book.png,ACTION,read,28,nonswitch,Dual,1,1004.4,Older,1
21,chair.png,ACTION,sit,92,switch,Dual,1,1007.6,Older,1
21,kettle.png,ACTION,boil,81,X,Dual,7,1011.2,Older,1
21,bed.png,ACTION,sleep,82,nonswitch,Dual,1,1016.1,Older,1
21,pen.png,ACTION,write,86,switch,Dual,1,1016.6,Older,1
21,bed.png,ACTION,sleep,78,switch,Dual,1,1022,Older,1
21,pool.png,ACTION,swim,39,nonswitch,Dual,1,1023.3,Older,1
21,car.png,ACTION,drive,90,nonswitch,Dual,7,1028.6,Older,1
21,kettle.png,ACTION,boil,155,nonswitch,Dual,1,1033.6,Older,1
21,axe.png,ACTION,chop,22,SingleNaming,SingleA,1,1045.3,Older,1
21,glass.png,ACTION,drink,135,switch,Dual,1,1060,Older,1
21,ladder.png,ACTION,climb,142,nonswitch,Dual,1,1066.7,Older,1
21,needle.png,ACTION,sew,34,switch,Dual,1,1068.8,Older,1
21,car.png,ACTION,drive,107,switch,Dual,1,1084.8,Older,1
21,kettle.png,ACTION,boil,62,nonswitch,Dual,1,1092,Older,1
21,needle.png,ACTION,sew,21,SingleNaming,SingleA,1,1096.3,Older,1
21,kettle.png,ACTION,boil,25,SingleNaming,SingleA,1,1099.8,Older,1
21,ladder.png,ACTION,climb,79,nonswitch,Dual,1,1111,Older,1
21,scissors.png,ACTION,cut,10,SingleNaming,SingleB,1,1116,Older,1
21,pen.png,ACTION,write,18,nonswitch,Dual,1,1122.1,Older,1
21,bed.png,ACTION,sleep,13,nonswitch,Dual,1,1122.4,Older,1
21,keyboard.png,ACTION,type,112,nonswitch,Dual,1,1126,Older,1
21,keyboard.png,ACTION,type,108,nonswitch,Dual,1,1134.9,Older,1
21,football.png,ACTION,kick,55,switch,Dual,1,1137.4,Older,1
21,shovel.png,ACTION,dig,20,SingleNaming,SingleB,1,1152,Older,1
21,glass.png,ACTION,drink,16,switch,Dual,1,1173.2,Older,1
21,pen.png,ACTION,write,27,switch,Dual,1,1181.5,Older,1
21,glass.png,ACTION,drink,10,nonswitch,Dual,1,1182,Older,1
21,bell.png,ACTION,ring,146,switch,Dual,1,1186,Older,1
21,razor.png,ACTION,shave,111,switch,Dual,1,1190.4,Older,1
21,pool.png,ACTION,swim,31,SingleNaming,SingleA,1,1204.6,Older,1
21,pen.png,ACTION,write,143,nonswitch,Dual,1,1207.5,Older,1
21,ladder.png,ACTION,climb,26,SingleNaming,SingleA,1,1219.3,Older,1
21,razor.png,ACTION,shave,50,switch,Dual,1,1228.7,Older,1
21,chair.png,ACTION,sit,23,SingleNaming,SingleA,1,1228.8,Older,1
21,shovel.png,ACTION,dig,40,SingleNaming,SingleA,1,1230,Older,1
21,razor.png,ACTION,shave,6,SingleNaming,SingleB,1,1232.1,Older,1
21,pen.png,ACTION,write,29,SingleNaming,SingleA,1,1236.5,Older,1
21,ladder.png,ACTION,climb,12,switch,Dual,1,1253.3,Older,1
21,chair.png,ACTION,sit,32,nonswitch,Dual,1,1254,Older,1
21,axe.png,ACTION,chop,2,SingleNaming,SingleB,2,1264.9,Older,0
21,axe.png,ACTION,chop,128,nonswitch,Dual,3,1294.7,Older,0
21,book.png,ACTION,read,123,switch,Dual,1,1302.5,Older,1
21,football.png,ACTION,kick,48,nonswitch,Dual,1,1311.2,Older,1
21,scissors.png,ACTION,cut,154,switch,Dual,1,1328.8,Older,1
21,plane.png,ACTION,fly,7,nonswitch,Dual,1,1337.5,Older,1
21,needle.png,ACTION,sew,141,switch,Dual,1,1345.7,Older,1
21,dart.png,ACTION,throw,36,SingleNaming,SingleA,1,1370.1,Older,1
21,car.png,ACTION,drive,61,switch,Dual,1,1373.9,Older,1
21,scissors.png,ACTION,cut,131,nonswitch,Dual,1,1373.9,Older,1
21,razor.png,ACTION,shave,39,SingleNaming,SingleA,1,1410.6,Older,1
21,keyboard.png,ACTION,type,27,SingleNaming,SingleA,1,1438.3,Older,1
21,bell.png,ACTION,ring,22,switch,Dual,1,1443.3,Older,1
21,bell.png,ACTION,ring,24,SingleNaming,SingleA,1,1448.1,Older,1
21,chair.png,ACTION,sit,9,switch,Dual,1,1457.8,Older,1
21,keyboard.png,ACTION,type,2,nonswitch,Dual,1,1509.3,Older,1
21,shovel.png,ACTION,dig,96,switch,Dual,3,1517.1,Older,0
21,scissors.png,ACTION,cut,6,switch,Dual,1,1541.8,Older,1
21,kettle.png,ACTION,boil,1,X,Dual,7,1623,Older,1
21,axe.png,ACTION,chop,56,nonswitch,Dual,1,1641.9,Older,1
21,shovel.png,ACTION,dig,51,nonswitch,Dual,1,1668.8,Older,1
21,keyboard.png,ACTION,type,97,nonswitch,Dual,7,1670.2,Older,1
21,axe.png,ACTION,chop,31,switch,Dual,1,1796,Older,1
21,pool.png,ACTION,swim,98,nonswitch,Dual,1,1892.1,Older,1
21,scissors.png,OBJECT,scissors,24,SingleNaming,SingleB,1,513.2,Older,1
21,chair.png,OBJECT,chair,37,SingleNaming,SingleB,1,634.3,Older,1
21,needle.png,OBJECT,needle,27,SingleNaming,SingleB,1,646,Older,1
21,dart.png,OBJECT,dart,40,SingleNaming,SingleB,1,650.7,Older,1
21,ladder.png,OBJECT,ladder,30,SingleNaming,SingleB,1,652.3,Older,1
21,plane.png,OBJECT,plane,26,SingleNaming,SingleB,1,658.4,Older,1
21,car.png,OBJECT,car,84,nonswitch,Dual,1,670.3,Older,1
21,bell.png,OBJECT,bell,36,SingleNaming,SingleB,1,674.5,Older,1
21,glass.png,OBJECT,glass,23,SingleNaming,SingleB,1,708.3,Older,1
21,bed.png,OBJECT,bed,32,SingleNaming,SingleB,1,738.8,Older,1
21,chair.png,OBJECT,chair,124,switch,Dual,1,758.5,Older,1
21,book.png,OBJECT,book,39,SingleNaming,SingleB,1,764.9,Older,1
21,football.png,OBJECT,ball,33,SingleNaming,SingleB,1,768.1,Older,1
21,glass.png,OBJECT,glass,152,switch,Dual,1,771.5,Older,1
21,chair.png,OBJECT,chair,85,nonswitch,Dual,1,785.4,Older,1
21,axe.png,OBJECT,axe,25,SingleNaming,SingleB,1,792.7,Older,1
21,scissors.png,OBJECT,scissors,126,nonswitch,Dual,1,822,Older,1
21,pool.png,OBJECT,pool,35,SingleNaming,SingleB,1,823.6,Older,1
21,car.png,OBJECT,car,103,switch,Dual,1,827.9,Older,1
21,ladder.png,OBJECT,ladder,60,nonswitch,Dual,1,828.2,Older,1
21,glass.png,OBJECT,glass,117,nonswitch,Dual,1,833.4,Older,1
21,keyboard.png,OBJECT,keyboard,153,nonswitch,Dual,1,854.4,Older,1
21,bed.png,OBJECT,bed,72,switch,Dual,1,869.9,Older,1
21,keyboard.png,OBJECT,keyboard,28,SingleNaming,SingleB,1,880,Older,1
21,bed.png,OBJECT,bed,110,nonswitch,Dual,1,883.4,Older,1
21,car.png,OBJECT,car,10,SingleNaming,SingleA,1,891.6,Older,1
21,dart.png,OBJECT,dart,122,nonswitch,Dual,1,903.2,Older,1
21,car.png,OBJECT,car,42,nonswitch,Dual,1,909.8,Older,1
21,pipe.png,OBJECT,pipe,21,SingleNaming,SingleB,1,913.1,Older,1
21,axe.png,OBJECT,axe,52,switch,Dual,1,929.4,Older,1
21,scissors.png,OBJECT,scissors,65,switch,Dual,3,930.1,Older,0
21,keyboard.png,OBJECT,keyboard,83,switch,Dual,1,931.5,Older,1
21,needle.png,OBJECT,needle,9,SingleNaming,SingleA,1,933.2,Older,1
21,book.png,OBJECT,book,30,nonswitch,Dual,1,942.3,Older,1
21,axe.png,OBJECT,axe,11,SingleNaming,SingleA,1,961.1,Older,1
21,kettle.png,OBJECT,kettle,31,SingleNaming,SingleB,1,965.8,Older,1
21,bed.png,OBJECT,bed,54,nonswitch,Dual,1,982.1,Older,1
21,book.png,OBJECT,book,35,switch,Dual,1,983.6,Older,1
21,kettle.png,OBJECT,kettle,160,switch,Dual,1,1015.2,Older,1
21,needle.png,OBJECT,needle,113,switch,Dual,1,1034.2,Older,1
21,razor.png,OBJECT,razor,57,switch,Dual,1,1035.9,Older,1
21,football.png,OBJECT,ball,106,nonswitch,Dual,1,1059.1,Older,1
21,car.png,OBJECT,car,22,SingleNaming,SingleB,1,1062.4,Older,1
21,scissors.png,OBJECT,scissors,18,SingleNaming,SingleA,1,1063.8,Older,1
21,razor.png,OBJECT,razor,34,SingleNaming,SingleB,1,1066.7,Older,1
21,kettle.png,OBJECT,kettle,105,nonswitch,Dual,1,1070.9,Older,1
21,kettle.png,OBJECT,kettle,45,nonswitch,Dual,1,1083.5,Older,1
21,plane.png,OBJECT,plane,104,nonswitch,Dual,1,1083.7,Older,1
21,scissors.png,OBJECT,scissors,37,nonswitch,Dual,1,1084.6,Older,1
21,dart.png,OBJECT,dart,88,switch,Dual,1,1096.5,Older,1
21,bell.png,OBJECT,bell,116,nonswitch,Dual,1,1102.4,Older,1
21,pool.png,OBJECT,pool,140,nonswitch,Dual,1,1110.6,Older,1
21,pool.png,OBJECT,pool,36,nonswitch,Dual,1,1111.9,Older,1
21,keyboard.png,OBJECT,keyboard,73,nonswitch,Dual,1,1113.6,Older,1
21,chair.png,OBJECT,chair,19,switch,Dual,1,1128.3,Older,1
21,chair.png,OBJECT,chair,25,nonswitch,Dual,1,1132.1,Older,1
21,shovel.png,OBJECT,shovel,80,switch,Dual,1,1134.3,Older,1
21,football.png,OBJECT,ball,121,X,Dual,7,1134.9,Older,1
21,chair.png,OBJECT,chair,8,SingleNaming,SingleA,1,1136.5,Older,1
21,plane.png,OBJECT,plane,156,switch,Dual,1,1136.7,Older,1
21,shovel.png,OBJECT,shovel,29,SingleNaming,SingleB,1,1139.2,Older,1
21,ladder.png,OBJECT,ladder,115,switch,Dual,1,1143.4,Older,1
21,pipe.png,OBJECT,pipe,15,SingleNaming,SingleA,1,1161.4,Older,1
21,pipe.png,OBJECT,pipe,24,nonswitch,Dual,1,1162.2,Older,1
21,dart.png,OBJECT,dart,69,switch,Dual,1,1165.8,Older,1
21,plane.png,OBJECT,plane,53,nonswitch,Dual,1,1167.5,Older,1
21,needle.png,OBJECT,needle,133,nonswitch,Dual,1,1167.9,Older,1
21,bell.png,OBJECT,bell,59,switch,Dual,1,1173.3,Older,1
21,kettle.png,OBJECT,kettle,13,SingleNaming,SingleA,1,1175.4,Older,1
21,needle.png,OBJECT,needle,8,switch,Dual,1,1176.8,Older,1
21,kettle.png,OBJECT,kettle,76,switch,Dual,1,1179.6,Older,1
21,axe.png,OBJECT,axe,145,switch,Dual,1,1181.4,Older,1
21,bell.png,OBJECT,bell,17,SingleNaming,SingleA,1,1181.9,Older,1
21,axe.png,OBJECT,axe,101,nonswitch,Dual,1,1185.2,Older,1
21,football.png,OBJECT,ball,14,switch,Dual,1,1196.9,Older,1
21,bell.png,OBJECT,bell,15,nonswitch,Dual,1,1197.4,Older,1
21,razor.png,OBJECT,razor,99,switch,Dual,1,1210.7,Older,1
21,bell.png,OBJECT,bell,94,switch,Dual,1,1224.7,Older,1
21,pen.png,OBJECT,pen,46,nonswitch,Dual,1,1230.6,Older,1
21,plane.png,OBJECT,plane,20,SingleNaming,SingleA,1,1235,Older,1
21,pipe.png,OBJECT,pipe,95,nonswitch,Dual,1,1252.3,Older,1
21,ladder.png,OBJECT,ladder,19,SingleNaming,SingleA,1,1259.1,Older,1
21,razor.png,OBJECT,razor,157,nonswitch,Dual,1,1264.7,Older,1
21,pipe.png,OBJECT,pipe,137,switch,Dual,1,1271.4,Older,1
21,needle.png,OBJECT,needle,20,nonswitch,Dual,1,1287.5,Older,1
21,plane.png,OBJECT,plane,44,switch,Dual,7,1305.6,Older,1
21,dart.png,OBJECT,dart,1,SingleNaming,SingleA,1,1308.2,Older,1
21,scissors.png,OBJECT,scissors,129,switch,Dual,7,1315.2,Older,1
21,dart.png,OBJECT,dart,77,nonswitch,Dual,1,1336.2,Older,1
21,pen.png,OBJECT,pen,91,switch,Dual,1,1343.3,Older,1
21,football.png,OBJECT,ball,2,SingleNaming,SingleA,1,1346.8,Older,1
21,pen.png,OBJECT,pen,38,SingleNaming,SingleB,1,1364.3,Older,1
21,ladder.png,OBJECT,ladder,29,switch,Dual,1,1368.9,Older,1
21,football.png,OBJECT,ball,5,nonswitch,Dual,1,1372.5,Older,1
21,glass.png,OBJECT,glass,21,nonswitch,Dual,1,1386.1,Older,1
21,axe.png,OBJECT,axe,26,nonswitch,Dual,1,1386.3,Older,1
21,bed.png,OBJECT,bed,139,switch,Dual,1,1393.3,Older,1
21,book.png,OBJECT,book,150,nonswitch,Dual,1,1397.4,Older,1
21,ladder.png,OBJECT,ladder,100,nonswitch,Dual,1,1404,Older,1
21,pool.png,OBJECT,pool,149,switch,Dual,1,1415.8,Older,1
21,shovel.png,OBJECT,shovel,12,SingleNaming,SingleA,1,1423.7,Older,1
21,book.png,OBJECT,book,132,switch,Dual,1,1436.5,Older,1
21,pen.png,OBJECT,pen,6,SingleNaming,SingleA,1,1436.6,Older,1
21,shovel.png,OBJECT,shovel,4,nonswitch,Dual,1,1442.6,Older,1
21,pipe.png,OBJECT,pipe,11,switch,Dual,1,1443.8,Older,1
21,pen.png,OBJECT,pen,125,nonswitch,Dual,1,1473,Older,1
21,shovel.png,OBJECT,shovel,109,switch,Dual,1,1474.3,Older,1
21,pool.png,OBJECT,pool,49,switch,Dual,1,1489.3,Older,1
21,razor.png,OBJECT,razor,16,SingleNaming,SingleA,1,1537.3,Older,1
21,pen.png,OBJECT,pen,33,switch,Dual,1,1543,Older,1
21,car.png,OBJECT,car,3,switch,Dual,1,1593.1,Older,1
21,glass.png,OBJECT,glass,41,X,Dual,7,1597.1,Older,1
21,bed.png,OBJECT,bed,7,SingleNaming,SingleA,1,1649.7,Older,1
21,glass.png,OBJECT,glass,14,SingleNaming,SingleA,1,1662.7,Older,1
21,shovel.png,OBJECT,shovel,134,nonswitch,Dual,1,1679.3,Older,1
21,book.png,OBJECT,book,5,SingleNaming,SingleA,1,1683.3,Older,1
21,keyboard.png,OBJECT,keyboard,23,switch,Dual,1,1762,Older,1
21,razor.png,OBJECT,razor,70,nonswitch,Dual,1,1866.8,Older,1
21,pool.png,OBJECT,pool,4,SingleNaming,SingleA,1,2109.7,Older,1
21,keyboard.png,OBJECT,keyboard,3,SingleNaming,SingleA,0,,Older,0
22,chair.png,ACTION,sit,3,SingleNaming,SingleB,1,753.5,Older,1
22,ladder.png,ACTION,climb,15,SingleNaming,SingleB,1,816.8,Older,1
22,pipe.png,ACTION,smoke,28,SingleNaming,SingleA,1,822.9,Older,1
22,razor.png,ACTION,shave,111,switch,Dual,1,823.9,Older,1
22,dart.png,ACTION,throw,4,SingleNaming,SingleB,1,834.2,Older,1
22,pen.png,ACTION,write,29,SingleNaming,SingleA,1,851.9,Older,1
22,ladder.png,ACTION,climb,142,nonswitch,Dual,1,887.5,Older,1
22,glass.png,ACTION,drink,120,nonswitch,Dual,2,907,Older,0
22,scissors.png,ACTION,cut,6,switch,Dual,1,921.6,Older,1
22,plane.png,ACTION,fly,7,nonswitch,Dual,1,947.2,Older,1
22,bell.png,ACTION,ring,24,SingleNaming,SingleA,1,952.9,Older,1
22,needle.png,ACTION,sew,21,SingleNaming,SingleA,1,960,Older,1
22,bed.png,ACTION,sleep,82,nonswitch,Dual,1,964.3,Older,1
22,chair.png,ACTION,sit,23,SingleNaming,SingleA,1,994.1,Older,1
22,car.png,ACTION,drive,90,nonswitch,Dual,1,1004.5,Older,1
22,chair.png,ACTION,sit,32,nonswitch,Dual,1,1006.9,Older,1
22,ladder.png,ACTION,climb,26,SingleNaming,SingleA,1,1008.7,Older,1
22,scissors.png,ACTION,cut,30,SingleNaming,SingleA,1,1011.2,Older,1
22,pool.png,ACTION,swim,138,switch,Dual,1,1020.1,Older,1
22,kettle.png,ACTION,boil,5,SingleNaming,SingleB,1,1064.3,Older,1
22,chair.png,ACTION,sit,92,switch,Dual,1,1077.7,Older,1
22,pool.png,ACTION,swim,31,SingleNaming,SingleA,1,1079.5,Older,1
22,bed.png,ACTION,sleep,38,SingleNaming,SingleA,1,1079.5,Older,1
22,needle.png,ACTION,sew,34,switch,Dual,1,1086,Older,1
22,dart.png,ACTION,throw,38,switch,Dual,1,1088,Older,1
22,dart.png,ACTION,throw,158,switch,Dual,3,1095,Older,0
22,plane.png,ACTION,fly,13,SingleNaming,SingleB,1,1105.1,Older,1
22,car.png,ACTION,drive,32,SingleNaming,SingleA,1,1105.1,Older,1
22,dart.png,ACTION,throw,36,SingleNaming,SingleA,1,1110.1,Older,1
22,football.png,ACTION,kick,35,SingleNaming,SingleA,1,1113.6,Older,1
22,needle.png,ACTION,sew,141,switch,Dual,1,1113.6,Older,1
22,keyboard.png,ACTION,type,108,nonswitch,Dual,1,1117.1,Older,1
22,pipe.png,ACTION,smoke,1,SingleNaming,SingleB,1,1122.1,Older,1
22,bed.png,ACTION,sleep,18,SingleNaming,SingleB,1,1130.7,Older,1
22,car.png,ACTION,drive,75,nonswitch,Dual,1,1131.6,Older,1
22,razor.png,ACTION,shave,50,switch,Dual,1,1143.5,Older,1
22,book.png,ACTION,read,37,SingleNaming,SingleA,1,1156.3,Older,1
22,kettle.png,ACTION,boil,25,SingleNaming,SingleA,1,1160.5,Older,1
22,pool.png,ACTION,swim,43,switch,Dual,1,1160.5,Older,1
22,pipe.png,ACTION,smoke,66,switch,Dual,1,1175,Older,1
22,pipe.png,ACTION,smoke,89,switch,Dual,1,1177.6,Older,1
22,bed.png,ACTION,sleep,78,switch,Dual,1,1181.9,Older,1
22,ladder.png,ACTION,climb,102,switch,Dual,1,1181.9,Older,1
22,car.png,ACTION,drive,107,switch,Dual,1,1207.5,Older,1
22,axe.png,ACTION,chop,22,SingleNaming,SingleA,1,1211.7,Older,1
22,shovel.png,ACTION,dig,71,switch,Dual,1,1211.7,Older,1
22,axe.png,ACTION,chop,2,SingleNaming,SingleB,1,1216,Older,1
22,book.png,ACTION,read,28,nonswitch,Dual,1,1216,Older,1
22,pen.png,ACTION,write,86,switch,Dual,1,1216,Older,1
22,plane.png,ACTION,fly,58,switch,Dual,1,1216.6,Older,1
22,football.png,ACTION,kick,8,SingleNaming,SingleB,3,1220.3,Older,0
22,chair.png,ACTION,sit,144,nonswitch,Dual,1,1250.1,Older,1
22,razor.png,ACTION,shave,6,SingleNaming,SingleB,1,1262.9,Older,1
22,book.png,ACTION,read,87,nonswitch,Dual,1,1262.9,Older,1
22,keyboard.png,ACTION,type,97,nonswitch,Dual,1,1271.5,Older,1
22,bed.png,ACTION,sleep,114,switch,Dual,1,1275.7,Older,1
22,pool.png,ACTION,swim,39,nonswitch,Dual,1,1288.5,Older,1
22,car.png,ACTION,drive,61,switch,Dual,1,1288.5,Older,1
22,glass.png,ACTION,drink,135,switch,Dual,2,1288.5,Older,0
22,car.png,ACTION,drive,12,SingleNaming,SingleB,1,1305.6,Older,1
22,bell.png,ACTION,ring,19,SingleNaming,SingleB,1,1318.4,Older,1
22,football.png,ACTION,kick,151,switch,Dual,1,1339.7,Older,1
22,ladder.png,ACTION,climb,12,switch,Dual,1,1344,Older,1
22,pipe.png,ACTION,smoke,159,nonswitch,Dual,7,1348.3,Older,1
22,keyboard.png,ACTION,type,7,SingleNaming,SingleB,1,1369.6,Older,1
22,plane.png,ACTION,fly,147,nonswitch,Dual,1,1369.6,Older,1
22,razor.png,ACTION,shave,39,SingleNaming,SingleA,1,1378.1,Older,1
22,glass.png,ACTION,drink,14,SingleNaming,SingleB,2,1382.4,Older,0
